animalid,name,datetime,outcometype,outcomesubtype,animaltype,sexuponoutcome,ageuponoutcome,breed,color
A690633,Jackson,2014-11-05 12:44:00,Adoption,unknown,Dog,Neutered Male,365,Flat Coat Retriever Mix,Black/Brown
A705411,Shadow,2015-06-25 11:13:00,Transfer,Partner,Dog,Neutered Male,2555,Weimaraner,Blue
A701662,Kokis,2015-05-05 11:35:00,Return_to_owner,unknown,Dog,Neutered Male,730,Miniature Poodle,White
A705806,Unnamed,2015-06-24 15:15:00,Transfer,Partner,Dog,Intact Male,60,Labrador Retriever Mix,Black/White
A697055,Megatron,2015-02-17 15:06:00,Adoption,unknown,Dog,Spayed Female,1095,Dachshund/Chihuahua Shorthair,Red
A683576,Buffy,2014-07-17 16:01:00,Transfer,Partner,Dog,Intact Female,1095,Chihuahua Shorthair/Cairn Terrier,White
A689382,Unnamed,2014-10-08 18:41:00,Adoption,unknown,Dog,Spayed Female,210,Cairn Terrier Mix,Silver
A687296,Unnamed,2014-09-14 12:23:00,Euthanasia,Aggressive,Dog,Intact Female,1460,Carolina Dog Mix,Tan/White
A711491,Unnamed,2015-09-14 13:36:00,Transfer,Partner,Dog,Intact Male,30,Plott Hound Mix,Brown/Black
A664177,Unnamed,2013-10-06 13:38:00,Transfer,Partner,Dog,Intact Male,150,Labrador Retriever/Basset Hound,Chocolate
A682224,Chloe,2014-06-25 18:26:00,Return_to_owner,unknown,Dog,Spayed Female,2920,Labrador Retriever Mix,Chocolate
A666680,Unnamed,2013-11-08 15:52:00,Transfer,SCRP,Cat,Unknown,300,Domestic Shorthair Mix,Blue Tabby
A687183,Unnamed,2014-09-07 19:01:00,Adoption,unknown,Cat,Neutered Male,60,Domestic Shorthair Mix,Black/White
A704847,Unnamed,2015-06-10 09:00:00,Transfer,SCRP,Cat,Intact Male,1095,Domestic Shorthair Mix,Black
A671188,Junie,2014-02-14 17:09:00,Adoption,Foster,Dog,Spayed Female,30,Australian Cattle Dog Mix,Tricolor
A675670,Fletcher,2014-04-19 13:25:00,Adoption,unknown,Dog,Neutered Male,240,Australian Cattle Dog Mix,Black/White
A665281,Marley,2013-10-28 14:55:00,Euthanasia,Aggressive,Dog,Neutered Male,730,Labrador Retriever Mix,White
A709629,Unnamed,2015-08-16 18:17:00,Adoption,unknown,Dog,Neutered Male,730,Redbone Hound Mix,Red
A673265,Unnamed,2014-02-22 19:08:00,Transfer,SCRP,Cat,Unknown,365,Domestic Shorthair Mix,Orange Tabby
A712585,Edith,2016-01-07 11:18:00,Adoption,Foster,Cat,Spayed Female,90,Domestic Shorthair Mix,Cream Tabby/White
A696858,Olive Oil,2015-02-13 15:03:00,Euthanasia,Suffering,Dog,Intact Female,120,Pit Bull Mix,Blue/White
A715901,Unnamed,2015-12-14 19:18:00,Transfer,SCRP,Cat,Neutered Male,730,Domestic Shorthair Mix,Black Tabby/White
A699738,Wrinkle,2015-04-27 18:31:00,Return_to_owner,unknown,Cat,Neutered Male,2190,Domestic Shorthair Mix,Black/White
A664887,Gia,2013-11-10 16:56:00,Adoption,unknown,Cat,Spayed Female,90,Domestic Shorthair Mix,Black
A685464,Coby,2014-08-08 13:09:00,Return_to_owner,unknown,Dog,Neutered Male,270,Pit Bull/Boxer,Brown/Black
A690615,Jayme,2014-10-23 15:27:00,Return_to_owner,unknown,Dog,Intact Female,4745,Border Collie Mix,Tricolor/Black
A663977,Katy,2013-10-10 16:54:00,Transfer,Partner,Cat,Intact Female,60,Domestic Shorthair Mix,Silver Tabby
A680439,Unnamed,2014-06-02 20:06:00,Transfer,Partner,Cat,Unknown,3,Domestic Shorthair Mix,Cream
A674445,Seymore,2014-07-14 17:08:00,Adoption,unknown,Dog,Neutered Male,365,Pointer Mix,Black
A700299,Unnamed,2015-04-11 17:39:00,Transfer,Partner,Cat,Intact Female,2,Domestic Shorthair Mix,Tortie
A676907,Sandy,2014-06-22 17:08:00,Transfer,Partner,Dog,Spayed Female,730,Pit Bull,Brown
A672437,Midnight,2014-04-27 15:30:00,Return_to_owner,unknown,Dog,Spayed Female,120,American Pit Bull Terrier Mix,Black/White
A678577,Lucy,2014-05-10 18:31:00,Return_to_owner,unknown,Dog,Spayed Female,1825,Australian Shepherd Mix,Blue Merle
A717863,Lucky,2015-12-20 00:00:00,Transfer,Partner,Dog,Intact Male,1095,German Shepherd Mix,Brown
A673497,Unnamed,2014-02-25 11:30:00,Euthanasia,Suffering,Cat,Intact Male,365,Domestic Medium Hair Mix,Orange Tabby/White
A693189,Julius,2014-12-07 19:05:00,Adoption,unknown,Cat,Neutered Male,90,Domestic Shorthair Mix,Cream Tabby/White
A678259,Unnamed,2014-05-06 16:58:00,Transfer,Partner,Cat,Intact Female,21,Domestic Shorthair Mix,Black
A695071,Rebel,2015-01-12 00:00:00,Transfer,Partner,Dog,Neutered Male,1095,Miniature Pinscher,Red
A681439,Unnamed,2014-06-17 09:00:00,Transfer,SCRP,Cat,Intact Male,730,Domestic Shorthair Mix,Orange Tabby
A685961,Unnamed,2014-08-19 08:22:00,Transfer,Partner,Cat,Intact Male,6,Domestic Shorthair Mix,Black
A684302,Unnamed,2014-07-25 18:08:00,Adoption,unknown,Dog,Neutered Male,60,Miniature Pinscher/Chihuahua Shorthair,Tricolor
A681983,Unnamed,2014-06-23 09:00:00,Transfer,SCRP,Cat,Spayed Female,2920,Domestic Shorthair Mix,Blue
A688241,Bishop,2014-09-27 16:49:00,Transfer,Partner,Dog,Intact Male,365,Pointer Mix,White/Tan
A682211,Unnamed,2014-06-29 17:16:00,Adoption,unknown,Dog,Spayed Female,180,Australian Shepherd Mix,Black/White
A693725,Batman,2014-12-23 16:29:00,Transfer,Partner,Dog,Intact Male,1095,Boston Terrier,Black/White
A677330,Millie,2014-08-04 11:28:00,Transfer,Partner,Dog,Spayed Female,730,Pit Bull Mix,White/Tan
A710019,Hoffy,2015-08-24 13:43:00,Transfer,Partner,Cat,Intact Male,120,Domestic Shorthair Mix,Blue Tabby/White
A674343,Misty,2014-03-15 12:13:00,Transfer,Partner,Dog,Spayed Female,1095,Bruss Griffon/Chihuahua Shorthair,Brown/Tan
A713384,Unnamed,2015-10-07 09:00:00,Transfer,SCRP,Cat,Intact Female,730,Domestic Shorthair Mix,Brown Tabby/White
A669308,Unnamed,2013-12-18 19:04:00,Euthanasia,Suffering,Dog,Intact Female,60,Pit Bull Mix,Tan/White
A708471,Peanut,2015-08-25 09:53:00,Adoption,Offsite,Cat,Neutered Male,90,Domestic Shorthair Mix,Cream Tabby
A673202,Unnamed,2014-02-21 13:32:00,Transfer,SCRP,Cat,Unknown,180,Domestic Shorthair Mix,Black Tabby
A714168,Unnamed,2015-10-19 12:06:00,Euthanasia,Suffering,Dog,Intact Male,180,Labrador Retriever Mix,Black/White
A686879,Unnamed,2014-08-28 14:06:00,Transfer,Partner,Cat,Intact Female,4,Domestic Shorthair Mix,Black/White
A699802,Unnamed,2015-04-19 15:50:00,Adoption,Foster,Cat,Neutered Male,60,Domestic Shorthair Mix,Blue Tabby
A719539,Melindra,2016-01-29 18:48:00,Transfer,Partner,Cat,Intact Female,7,Domestic Longhair Mix,Blue Tabby
A684811,Scout,2015-11-18 18:32:00,Return_to_owner,unknown,Dog,Neutered Male,270,Labrador Retriever/Border Collie,Black/White
A685585,Storm,2014-08-12 11:29:00,Transfer,Partner,Dog,Spayed Female,240,Siberian Husky,Black/White
A686704,Molly,2014-08-30 16:21:00,Adoption,unknown,Dog,Spayed Female,1825,Chihuahua Shorthair/Dachshund,Chocolate/White
A710887,Jj,2015-10-08 12:22:00,Adoption,Foster,Cat,Neutered Male,60,Domestic Shorthair Mix,Black
A700980,Cassie,2015-04-28 00:00:00,Transfer,Partner,Dog,Spayed Female,60,Carolina Dog Mix,Tan
A710086,Niko,2015-08-30 00:00:00,Transfer,Partner,Dog,Neutered Male,730,Chihuahua Shorthair Mix,White/Black
A682221,Yogi,2014-08-03 19:00:00,Adoption,unknown,Dog,Neutered Male,2190,Great Pyrenees Mix,White
A705128,Margie,2015-08-12 10:56:00,Transfer,Partner,Dog,Spayed Female,730,Catahoula/Australian Cattle Dog,White/Brown
A648168,Rusty,2016-02-04 15:00:00,Adoption,Foster,Dog,Neutered Male,270,Chihuahua Shorthair Mix,Tan
A679699,Jake,2014-06-01 17:20:00,Adoption,unknown,Dog,Neutered Male,1095,Jack Russell Terrier Mix,White/Tan
A718487,Zeke,2016-01-16 15:16:00,Adoption,unknown,Dog,Neutered Male,365,German Shepherd Mix,Brown/Black
A713798,Olaf,2015-10-18 16:10:00,Adoption,unknown,Cat,Neutered Male,3650,Domestic Longhair,Flame Point
A680238,Toby,2014-06-02 11:16:00,Transfer,Partner,Dog,Neutered Male,270,Shih Tzu Mix,Red
A708721,Betty,2015-09-12 17:33:00,Adoption,Foster,Cat,Spayed Female,60,Domestic Shorthair Mix,Black
A694306,Gucci,2014-12-26 12:54:00,Return_to_owner,unknown,Dog,Neutered Male,2555,Labrador Retriever Mix,Brown/White
A688410,Unnamed,2014-09-24 15:31:00,Transfer,Partner,Cat,Intact Female,14,Domestic Shorthair Mix,Brown Tabby/White
A696047,White,2016-01-06 17:37:00,Adoption,unknown,Dog,Spayed Female,365,Collie Smooth Mix,White/Brown
A681865,Parker,2014-06-21 15:10:00,Return_to_owner,unknown,Dog,Neutered Male,730,Catahoula/Labrador Retriever,Brown Brindle/White
A716700,Smudge,2015-12-23 13:34:00,Transfer,Partner,Cat,Spayed Female,730,Domestic Shorthair Mix,Blue Tabby/White
A679377,Oreo,2014-06-07 19:01:00,Adoption,unknown,Cat,Neutered Male,365,Domestic Longhair Mix,Black/White
A716794,Unnamed,2015-11-25 14:23:00,Transfer,Partner,Dog,Unknown,1,Labrador Retriever Mix,White
A682741,Unnamed,2014-07-06 13:52:00,Transfer,Partner,Cat,Spayed Female,730,Domestic Shorthair Mix,Black Tabby
A678931,Sherlock,2014-05-20 18:37:00,Adoption,unknown,Dog,Neutered Male,1095,Irish Wolfhound Mix,Black
A703553,Heidi,2015-07-01 18:15:00,Adoption,unknown,Dog,Spayed Female,1095,Blue Lacy Mix,Tan
A706096,Selisa,2015-06-30 12:03:00,Transfer,Partner,Cat,Intact Female,60,Domestic Shorthair Mix,White
A666621,Bootsy,2013-11-30 12:54:00,Adoption,unknown,Cat,Neutered Male,60,Domestic Shorthair Mix,Black/White
A718606,Jade,2016-01-05 18:27:00,Return_to_owner,unknown,Dog,Spayed Female,730,Staffordshire Mix,Chocolate/White
A702349,Theodore,2015-05-25 18:35:00,Adoption,unknown,Dog,Neutered Male,120,Labrador Retriever Mix,Black/White
A687551,Unnamed,2014-09-06 17:33:00,Transfer,Partner,Cat,Intact Male,28,Domestic Shorthair Mix,Brown Tabby
A694741,Cleo,2015-01-24 13:26:00,Adoption,unknown,Cat,Spayed Female,3650,Domestic Medium Hair Mix,Black/White
A711254,Nancy,2015-09-14 17:03:00,Adoption,unknown,Cat,Spayed Female,60,Domestic Shorthair Mix,Tortie
A717707,Monkey,2015-12-22 00:00:00,Transfer,Partner,Cat,Neutered Male,270,Domestic Shorthair Mix,Orange Tabby
A663909,Unnamed,2013-10-02 14:15:00,Transfer,Partner,Dog,Neutered Male,365,Labrador Retriever,Yellow
A705323,Octavia,2015-06-24 14:29:00,Adoption,unknown,Cat,Intact Female,60,Domestic Longhair Mix,Blue/White
A719503,Keegan,2016-01-21 19:17:00,Return_to_owner,unknown,Dog,Intact Male,270,Wire Hair Fox Terrier Mix,White/Black
A700950,Poncho,2015-05-16 12:11:00,Adoption,unknown,Cat,Neutered Male,2920,Domestic Shorthair Mix,Blue Tabby/White
A696997,Unnamed,2015-02-17 09:00:00,Transfer,SCRP,Cat,Unknown,120,Domestic Shorthair Mix,Brown Tabby/White
A667020,Toby,2014-03-31 16:18:00,Transfer,Partner,Cat,Intact Male,180,Domestic Shorthair Mix,Orange Tabby/White
A684001,Unnamed,2014-07-20 09:00:00,Transfer,SCRP,Cat,Intact Female,365,Domestic Shorthair Mix,Calico
A679484,Unnamed,2014-05-24 17:20:00,Transfer,Partner,Dog,Intact Female,60,Australian Cattle Dog Mix,White/Tan
A705202,Big Red,2015-06-21 15:37:00,Transfer,Partner,Dog,Neutered Male,730,Pit Bull Mix,Brown/White
A666040,Unnamed,2013-10-26 17:03:00,Transfer,Partner,Dog,Intact Female,28,Rottweiler Mix,Black/Tan
A675519,Snuggles,2014-04-01 17:26:00,Adoption,unknown,Cat,Neutered Male,1460,Domestic Shorthair Mix,Orange Tabby
A690052,Unnamed,2014-10-14 09:00:00,Transfer,SCRP,Cat,Neutered Male,1095,Domestic Shorthair Mix,Black
A719516,Macavoy,2016-02-08 18:48:00,Adoption,unknown,Cat,Neutered Male,365,Domestic Longhair Mix,Lynx Point
A605223,Coconut,2014-08-03 14:52:00,Adoption,unknown,Dog,Spayed Female,1095,Pit Bull Mix,Black/White
A704784,Unnamed,2015-06-09 11:28:00,Transfer,Partner,Cat,Intact Female,30,Domestic Shorthair Mix,Brown Tabby
A693589,Unnamed,2014-12-12 09:00:00,Transfer,SCRP,Cat,Intact Female,730,Domestic Shorthair Mix,Torbie
A707106,Marbles,2015-07-13 14:31:00,Transfer,Partner,Cat,Spayed Female,730,Domestic Shorthair Mix,Calico
A699700,Unnamed,2015-04-06 14:27:00,Adoption,unknown,Dog,Spayed Female,210,Chihuahua Shorthair Mix,Tan/White
A700636,Zoey,2015-05-17 19:19:00,Adoption,unknown,Dog,Spayed Female,730,German Shepherd/Siberian Husky,Cream/Black
A698145,Calvin,2015-03-21 12:45:00,Adoption,unknown,Cat,Neutered Male,300,Siamese Mix,Lynx Point
A673043,Moses,2014-02-26 15:16:00,Transfer,SCRP,Cat,Intact Male,365,Domestic Shorthair Mix,Black/White
A691978,Tobby,2014-12-03 16:06:00,Transfer,Partner,Cat,Neutered Male,150,Domestic Shorthair Mix,Brown Tabby
A715366,Sadie,2015-12-30 18:11:00,Return_to_owner,unknown,Dog,Spayed Female,365,Labrador Retriever Mix,Chocolate/White
A694213,Tweak,2014-12-31 14:48:00,Transfer,Partner,Cat,Spayed Female,1460,Domestic Shorthair Mix,Brown Tabby/White
A683648,Chloe,2014-07-17 18:58:00,Adoption,unknown,Dog,Spayed Female,60,Wire Hair Fox Terrier Mix,White/Brown
A708754,Ob1,2015-08-06 14:48:00,Transfer,Partner,Cat,Neutered Male,1095,Domestic Shorthair Mix,Blue
A686926,Unnamed,2014-09-02 14:12:00,Euthanasia,Suffering,Cat,Intact Female,4745,Domestic Shorthair Mix,Calico
A710087,Shiner,2015-08-25 18:09:00,Adoption,unknown,Dog,Spayed Female,60,Plott Hound Mix,Brown Brindle
A672064,Pitachio,2014-02-08 17:43:00,Adoption,unknown,Dog,Spayed Female,365,Border Collie Mix,Black/White
A691956,Blossom,2014-11-13 11:04:00,Return_to_owner,unknown,Dog,Spayed Female,4015,Golden Retriever Mix,Red
A703903,Sunny,2015-07-11 17:11:00,Adoption,unknown,Cat,Neutered Male,60,Domestic Shorthair Mix,Brown Tabby
A699102,Buzz,2015-03-26 16:53:00,Return_to_owner,unknown,Dog,Neutered Male,365,Siberian Husky/Anatol Shepherd,Tan/White
A668270,Unnamed,2013-12-05 17:55:00,Adoption,unknown,Cat,Neutered Male,60,Domestic Shorthair Mix,White/Orange Tabby
A678771,Unnamed,2014-05-12 18:21:00,Transfer,Partner,Cat,Unknown,1,Domestic Shorthair Mix,Orange
A465501,Molly,2013-10-31 12:46:00,Adoption,unknown,Dog,Spayed Female,2190,Labrador Retriever,Black
A718259,Sam,2015-12-26 13:54:00,Died,Enroute,Dog,Intact Male,365,Chihuahua Shorthair Mix,Buff
A687072,Unnamed,2014-10-17 12:17:00,Adoption,Foster,Cat,Spayed Female,60,Domestic Shorthair Mix,Torbie
A708525,Unnamed,2015-07-29 13:44:00,Transfer,Partner,Cat,Unknown,28,Domestic Shorthair Mix,Black/White
A711366,Baby Girl,2015-09-09 14:25:00,Return_to_owner,unknown,Dog,Spayed Female,180,Yorkshire Terrier Mix,Cream
A697119,Lucas,2015-03-22 17:32:00,Adoption,unknown,Dog,Neutered Male,730,Chow Chow/Siberian Husky,Tan
A680992,Unnamed,2014-06-11 12:22:00,Transfer,Partner,Cat,Intact Female,3,Domestic Shorthair Mix,Black/Orange
A674622,Patches,2014-03-23 18:33:00,Transfer,Partner,Dog,Intact Male,90,Chihuahua Shorthair Mix,Buff
A688027,Ellie,2014-09-17 18:21:00,Adoption,unknown,Dog,Spayed Female,60,Labrador Retriever Mix,Brown
A695947,Annabelle,2015-02-22 14:21:00,Adoption,unknown,Dog,Spayed Female,300,Labrador Retriever Mix,Yellow
A682397,Zeus,2014-08-15 12:19:00,Adoption,unknown,Cat,Neutered Male,60,Domestic Shorthair Mix,Blue
A706060,Milo,2015-07-05 18:56:00,Adoption,unknown,Cat,Intact Male,60,Domestic Shorthair Mix,Black/White
A684565,Unnamed,2014-07-25 16:22:00,Transfer,Partner,Cat,Intact Female,14,Domestic Shorthair Mix,Black Tabby
A710170,Unnamed,2015-12-10 11:56:00,Adoption,Foster,Cat,Neutered Male,120,Domestic Shorthair Mix,Lynx Point
A717705,Willis,2015-12-14 18:10:00,Return_to_owner,unknown,Dog,Neutered Male,1095,Yorkshire Terrier Mix,Gray
A706576,Gracie,2015-07-05 13:07:00,Adoption,unknown,Dog,Spayed Female,730,Anatol Shepherd Mix,Tan/Buff
A691748,Unnamed,2014-11-12 13:41:00,Adoption,unknown,Dog,Spayed Female,60,Labrador Retriever Mix,Black/White
A641795,Sophia,2015-06-18 16:25:00,Adoption,unknown,Dog,Spayed Female,2190,Miniature Poodle Mix,White
A667879,Primor,2013-11-29 13:55:00,Return_to_owner,unknown,Dog,Intact Male,1460,Chihuahua Shorthair Mix,Black
A689767,Unnamed,2014-10-09 13:10:00,Transfer,Partner,Cat,Intact Male,21,Domestic Shorthair Mix,Orange Tabby
A607663,Chopper,2016-01-22 17:45:00,Adoption,unknown,Dog,Neutered Male,2555,Catahoula/Plott Hound,Brown Brindle/White
A700909,Unnamed,2015-04-21 12:00:00,Transfer,Partner,Cat,Intact Male,2,Domestic Shorthair Mix,Orange Tabby
A691821,Unnamed,2014-11-15 17:39:00,Adoption,unknown,Dog,Neutered Male,730,Chihuahua Longhair,Brown/White
A705553,Unnamed,2015-06-18 19:26:00,Transfer,Partner,Dog,Unknown,28,Border Collie Mix,Black/White
A694387,Oreo,2014-12-31 11:46:00,Adoption,unknown,Dog,Neutered Male,210,Rat Terrier Mix,White/Tricolor
A690195,Unnamed,2014-10-16 16:56:00,Transfer,Partner,Dog,Intact Female,30,Plott Hound Mix,Red
A641471,Ivak,2015-10-20 17:30:00,Return_to_owner,unknown,Dog,Neutered Male,2190,Pit Bull Mix,White/Brown Brindle
A679934,Theo,2014-06-01 17:11:00,Adoption,unknown,Cat,Neutered Male,60,Snowshoe Mix,Chocolate Point/White
A573162,Marley,2014-11-28 18:31:00,Return_to_owner,unknown,Dog,Spayed Female,4745,Boston Terrier Mix,Black/White
A664235,Unnamed,2013-10-01 10:39:00,Transfer,Partner,Cat,Unknown,7,Domestic Shorthair Mix,Orange/White
A677076,Purrsie,2014-04-23 18:40:00,Adoption,unknown,Cat,Spayed Female,90,Domestic Shorthair Mix,Torbie/White
A672990,Unnamed,2014-02-18 19:14:00,Transfer,Partner,Cat,Intact Female,21,Domestic Shorthair Mix,Brown Tabby
A703055,Kirby,2015-05-25 16:30:00,Transfer,Partner,Cat,Neutered Male,365,Domestic Shorthair Mix,Lynx Point
A703347,Peachy,2015-06-10 15:34:00,Adoption,unknown,Dog,Spayed Female,730,Chihuahua Shorthair Mix,Tan
A684328,Romeo,2014-07-24 18:04:00,Return_to_owner,unknown,Dog,Neutered Male,730,Belgian Malinois Mix,Brown/Black
A714874,Charlie,2015-12-27 11:38:00,Transfer,Partner,Dog,Neutered Male,730,American Bulldog Mix,Fawn/White
A682733,Flash,2014-07-07 12:25:00,Transfer,Partner,Cat,Intact Male,60,Domestic Shorthair Mix,Blue Tabby
A709407,Barbarella,2015-12-05 13:52:00,Adoption,unknown,Dog,Spayed Female,730,Boxer Mix,Tan/White
A719216,Bear,2016-01-27 11:18:00,Transfer,Partner,Dog,Intact Male,1825,Great Pyrenees Mix,White/White
A704257,Kiara,2015-06-09 17:08:00,Adoption,unknown,Dog,Intact Female,365,Chihuahua Shorthair Mix,Tan/White
A565312,Bella,2014-03-24 16:05:00,Euthanasia,Aggressive,Dog,Spayed Female,1825,Dogo Argentino/Chinese Sharpei,White/Black
A701833,Ethel,2015-05-18 13:33:00,Transfer,Partner,Cat,Intact Female,28,Domestic Medium Hair Mix,White/Black
A687172,Unnamed,2014-09-02 15:53:00,Transfer,Partner,Cat,Intact Male,21,Domestic Shorthair Mix,Brown Tabby
A707299,Milo,2015-07-25 12:25:00,Adoption,unknown,Dog,Neutered Male,1095,Yorkshire Terrier/Chihuahua Shorthair,Tricolor/Black
A505412,Sneakers,2013-10-18 11:43:00,Adoption,unknown,Cat,Spayed Female,2920,Domestic Shorthair Mix,White/Black
A684986,Walter,2014-08-04 19:21:00,Adoption,unknown,Cat,Neutered Male,730,Siamese Mix,Flame Point
A701510,Pocus,2015-06-06 18:59:00,Adoption,unknown,Cat,Intact Female,30,Domestic Shorthair Mix,Brown Tabby
A696516,Coco,2015-02-10 17:13:00,Adoption,unknown,Dog,Neutered Male,365,Chihuahua Shorthair Mix,Tan
A701110,Bambi,2015-04-29 10:05:00,Euthanasia,Suffering,Dog,Spayed Female,1095,Chihuahua Shorthair Mix,Tan/White
A678471,Unnamed,2014-05-10 12:43:00,Transfer,SCRP,Cat,Intact Male,210,Domestic Medium Hair Mix,Silver Tabby
A701800,Unnamed,2015-05-05 16:38:00,Transfer,Partner,Cat,Intact Female,30,Siamese,Lynx Point/White
A586049,Champ,2015-05-06 17:33:00,Return_to_owner,unknown,Dog,Neutered Male,1460,Labrador Retriever Mix,Brown/White
A694395,Zooey,2015-01-03 17:26:00,Adoption,unknown,Dog,Spayed Female,210,Labrador Retriever/Boxer,Tan/White
A713652,Unnamed,2015-10-11 09:00:00,Transfer,SCRP,Cat,Intact Male,210,Domestic Longhair Mix,Black
A697263,Daisy,2015-10-18 17:24:00,Transfer,Partner,Dog,Spayed Female,300,Airedale Terrier Mix,Black/Brown
A688056,Cane,2014-09-17 17:29:00,Adoption,unknown,Dog,Neutered Male,60,American Bulldog Mix,Brown/White
A678880,Maggie,2014-05-19 16:49:00,Adoption,unknown,Dog,Spayed Female,730,Miniature Poodle Mix,White
A693592,Unnamed,2014-12-12 09:00:00,Transfer,SCRP,Cat,Intact Female,150,Domestic Shorthair Mix,Brown Tabby/White
A694649,Unnamed,2015-01-02 11:31:00,Euthanasia,Suffering,Cat,Intact Female,365,Domestic Shorthair Mix,Tortie
A683225,X,2014-07-18 15:03:00,Transfer,Partner,Cat,Intact Female,14,Domestic Shorthair Mix,Calico
A701908,Unnamed,2015-05-06 13:09:00,Transfer,Partner,Cat,Intact Male,21,Domestic Shorthair Mix,White
A690809,Roxy,2014-10-30 17:02:00,Adoption,unknown,Dog,Spayed Female,365,German Shepherd Mix,Sable
A675231,Glinda,2014-04-06 18:15:00,Adoption,unknown,Cat,Spayed Female,1460,Domestic Shorthair Mix,Tortie/Blue Cream
A716830,Greyson,2015-11-29 13:12:00,Transfer,Partner,Dog,Intact Male,300,Pit Bull Mix,Blue/White
A707801,Oz,2015-12-08 12:23:00,Adoption,Foster,Cat,Neutered Male,210,Domestic Shorthair Mix,Cream Tabby/White
A682148,Unnamed,2014-07-05 14:24:00,Adoption,unknown,Dog,Neutered Male,365,Chow Chow/Labrador Retriever,Black/White
A717555,Westley,2016-02-21 17:33:00,Adoption,unknown,Cat,Neutered Male,730,Domestic Shorthair Mix,Orange Tabby/White
A682947,Wind,2014-11-02 14:32:00,Adoption,unknown,Cat,Spayed Female,120,Domestic Medium Hair Mix,Black
A659227,Prissy,2015-11-30 13:09:00,Adoption,Foster,Dog,Spayed Female,270,Rat Terrier Mix,White/Black
A695220,Crockett,2015-01-19 14:05:00,Adoption,unknown,Dog,Neutered Male,365,Landseer Mix,Black/White
A538342,Pumpkin,2015-11-27 14:59:00,Adoption,unknown,Dog,Spayed Female,2920,Chihuahua Shorthair Mix,Red
A657596,Lucy,2015-12-02 18:55:00,Adoption,unknown,Dog,Spayed Female,730,Labrador Retriever/Plott Hound,Brown Brindle
A708401,Unnamed,2015-09-12 17:46:00,Adoption,Foster,Cat,Neutered Male,90,Domestic Shorthair Mix,Orange Tabby
A702397,Mary Anne,2015-05-25 13:39:00,Adoption,unknown,Cat,Intact Female,60,Domestic Shorthair Mix,Blue Tabby/White
A700045,Unnamed,2015-04-09 14:17:00,Transfer,Partner,Cat,Unknown,3,Domestic Shorthair Mix,Black
A670907,Unnamed,2014-01-15 17:45:00,Transfer,Partner,Dog,Intact Female,14,Chihuahua Shorthair Mix,Brown
A708824,Unnamed,2015-08-02 09:00:00,Transfer,SCRP,Cat,Intact Male,365,Domestic Shorthair Mix,Orange Tabby/White
A693472,Molly,2015-01-31 13:05:00,Transfer,Partner,Cat,Spayed Female,210,Domestic Shorthair Mix,Black
A701396,Wombat,2015-06-19 17:23:00,Adoption,unknown,Cat,Neutered Male,60,Domestic Shorthair Mix,Brown Tabby/White
